,SWC Run Length,# Splits,# Merges,% Split Edges,% Omit Edges,% Merged Edges,ERL,Normalized ERL,Edge Accuracy,Split Rate,Merge Rate
00001,1750.1269902537535,0.0,0,0.0,0.0,100.0,0.0,0.0,0.0,,
00002,1034.1666651030866,0.0,0,0.0,100.0,0.0,0.0,0.0,0.0,,
00004,1880.6490331635316,0.0,0,0.0,100.0,0.0,0.0,0.0,0.0,,
00005,1239.614973436315,0.0,0,0.0,100.0,0.0,0.0,0.0,0.0,,
00006,951.1809190443289,1.0,0,0.0,23.467862481315397,0.0,357.56,0.3759,76.53,596.05,
00007,298.12267015130845,0.0,0,0.0,100.0,0.0,0.0,0.0,0.0,,
00008,1029.7891128016097,0.0,0,0.0,100.0,0.0,0.0,0.0,0.0,,
00009,854.2129788976139,0.0,0,0.0,0.0,0.0,734.04,0.8593,100.0,,
00010,103.91723376748455,0.0,0,0.0,0.0,0.0,89.05,0.8569,100.0,,
00011,11763.475085062822,2.0,4,0.011646866992778943,0.023293733985557886,99.54577218728163,0.1,0.0,0.42,4828.73,2414.37
00012,1989.4737196562896,27.0,0,0.0,30.90096798212956,0.0,74.16,0.0373,69.1,40.41,
00013,1181.3877572321478,0.0,0,0.0,100.0,0.0,0.0,0.0,0.0,,
00014,233.98406404516473,0.0,0,0.0,0.0,0.0,199.01,0.8505,100.0,,
00015,1693.4051545019568,0.0,0,0.0,100.0,0.0,0.0,0.0,0.0,,
00016,715.4033140626565,0.0,0,0.0,100.0,0.0,0.0,0.0,0.0,,
00017,445.84428346941667,0.0,0,0.0,0.0,0.0,356.0,0.7985,100.0,,
00018,1283.7104982720373,0.0,0,0.0,100.0,0.0,0.0,0.0,0.0,,
00019,1388.152534932758,0.0,0,0.0,100.0,0.0,0.0,0.0,0.0,,
00020,1377.833720014236,0.0,0,0.0,100.0,0.0,0.0,0.0,0.0,,
00021,360.71808212524195,0.0,0,0.0,100.0,0.0,0.0,0.0,0.0,,
00022,1247.2884057605143,0.0,0,0.0,100.0,0.0,0.0,0.0,0.0,,
00023,531.7734840539891,0.0,0,0.0,0.0,0.0,421.31,0.7923,100.0,,
00024,409.09191435905007,0.0,0,0.0,100.0,0.0,0.0,0.0,0.0,,
00025,279.45841338196414,0.0,0,0.0,0.0,100.0,0.0,0.0,0.0,,
00026,785.6950447239743,0.0,0,0.0,100.0,0.0,0.0,0.0,0.0,,
00027,1389.1863675030343,0.0,0,0.0,100.0,0.0,0.0,0.0,0.0,,
