,SWC Run Length,# Splits,# Merges,% Split Edges,% Omit Edges,% Merged Edges,ERL,Normalized ERL,Edge Accuracy,Split Rate,Merge Rate
00001,998.4330812644598,4.0,0,0.13736263736263737,1.510989010989011,0.0,488.8,0.4896,98.35,198.34,
00002,417.3650573000874,0.0,1,0.0,0.0,0.0,331.95,0.7953,100.0,,331.95
00003,1151.4692693859454,0.0,0,0.0,0.0,0.0,906.87,0.7876,100.0,,
00004,958.0898837830154,5.0,0,0.0,6.891271056661562,0.0,301.61,0.3148,93.11,143.53,
00005,1476.053512944098,0.0,0,0.0,100.0,0.0,0.0,0.0,0.0,,
00006,1708.7769900116991,0.0,0,0.0,0.0,0.0,1396.65,0.8173,100.0,,
00007,3179.4340885181086,0.0,0,0.0,0.0,100.0,0.0,0.0,0.0,,
00008,794.801316964149,0.0,0,0.0,0.0,0.0,627.0,0.7889,100.0,,
00009,989.6403098842682,0.0,0,0.0,100.0,0.0,0.0,0.0,0.0,,
00010,2559.5376285622247,0.0,0,0.0,0.0,100.0,0.0,0.0,0.0,,
00011,874.113251134564,2.0,0,0.0,46.02184087363494,12.636505460218409,174.81,0.2,41.34,186.85,
00012,363.86268005855874,0.0,1,0.0,0.0,0.0,292.58,0.8041,100.0,,292.58
00013,3461.34393968726,23.0,0,0.07779074290159471,41.11240762349281,4.511863088292493,236.15,0.0682,54.3,71.84,
00014,3677.3521328677202,0.0,2,0.0,0.0,100.0,0.0,0.0,0.0,,1493.57
00015,469.28906990424264,1.0,0,0.0,33.134328358208954,0.0,135.51,0.2888,66.87,251.45,
